scaler,params,accuracy
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230)}",0.9688888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 298)}",0.9688888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 73)}",0.9677777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 198)}",0.9666666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 232)}",0.9655555555555555
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 43)}",0.9644444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 202)}",0.9644444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 276)}",0.9622222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 146)}",0.9611111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 271)}",0.9611111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 128)}",0.96
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 226)}",0.96
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 227)}",0.96
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 294)}",0.96
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 35)}",0.9588888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 148)}",0.9588888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 158)}",0.9588888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 200)}",0.9588888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 110)}",0.9577777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 114)}",0.9577777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 157)}",0.9577777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 194)}",0.9577777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 292)}",0.9577777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 82)}",0.9566666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 129)}",0.9566666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 204)}",0.9566666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 257)}",0.9566666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 280)}",0.9566666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 297)}",0.9566666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 107)}",0.9555555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 191)}",0.9555555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 48)}",0.9544444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 137)}",0.9544444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 18)}",0.9533333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 116)}",0.9533333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 50)}",0.9522222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 139)}",0.9522222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 149)}",0.9522222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 162)}",0.9522222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 286)}",0.9522222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 38)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 195)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 210)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 223)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 239)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 240)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 245)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 263)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 277)}",0.9511111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 29)}",0.95
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 52)}",0.95
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 151)}",0.95
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 196)}",0.95
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 253)}",0.95
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 262)}",0.95
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 23)}",0.9488888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 100)}",0.9488888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 260)}",0.9488888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 53)}",0.9477777777777778
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 74)}",0.9477777777777778
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 120)}",0.9477777777777778
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 205)}",0.9477777777777778
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 214)}",0.9477777777777778
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 254)}",0.9477777777777778
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 106)}",0.9466666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 132)}",0.9466666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 208)}",0.9466666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 233)}",0.9466666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 270)}",0.9466666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 290)}",0.9466666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 72)}",0.9455555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 121)}",0.9455555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 131)}",0.9455555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 153)}",0.9455555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 165)}",0.9455555555555556
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 9)}",0.9444444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 60)}",0.9444444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 83)}",0.9444444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 108)}",0.9444444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 272)}",0.9444444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 21)}",0.9433333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 136)}",0.9433333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 145)}",0.9433333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 164)}",0.9433333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 207)}",0.9433333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 300)}",0.9433333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 14)}",0.9422222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 16)}",0.9422222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 138)}",0.9422222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 209)}",0.9422222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 258)}",0.9422222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 134)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 213)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 222)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 224)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 235)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 238)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 241)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 259)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 261)}",0.9411111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 70)}",0.94
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 154)}",0.94
