scaler,params,accuracy
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 102)}",0.9711111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 298)}",0.9688888888888889
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 12)}",0.9677777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 141)}",0.9677777777777777
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 261)}",0.9666666666666667
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 138)}",0.9655555555555555
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 282)}",0.9655555555555555
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 178)}",0.9644444444444444
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 245)}",0.9633333333333334
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 256)}",0.9622222222222222
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 140)}",0.9611111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 216)}",0.9611111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 242)}",0.9611111111111111
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 119)}",0.96
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 209)}",0.96
standard,"{'activation': 'tanh', 'hidden_layer_sizes': (215, 294, 230, 168, 136, 53, 288, 193, 300, 270)}",0.96
